Source,Target
semcensura_x,SICNoticias
lucarade,WRadioColombia
BillsMafiaEP,Drexy58
MatasA442004,PregoneroL
wallydays0926,LeonLibertariok
Zakperico,pericos_marca
FirstMateFoot,RadioGenoa
MyGodefroid,Zoxistyle
scdesignco,TimothyLaunius
nana_ojam,DonkorKorku
mafia_seolni,godHit_mf42
PatriotaseNace,edufeiok
tauror63,PaulinaRubioFdz
Jean_tirolep,ZanfaVive
VGamingJunkie,raiko_star
MAFIA2427,TadyJeDenisa
lilyearns,lilyearns
OsvaldoBiancher,RWSalomon
Sirac8706,naymejiame
mafia_seolni,siki_overflow
milanosrealm,RasulEra
ToniSantanqecto,hubdotxyz
MoonCatOmelet,Marr_1095
Pedro36965890,ElioMesones
kpj_comp,Ministryof_monk
BeeetheBoss,Piyusaja2
BobFoster_,doublepaijo
HarryPattyRM00,Ary_PrasKe2
kikikipung,SigitWasito8
AsepBerlian8,OniMeniq74
MrTampan93,Heraloebss
novablyze,BigAlphaID
manutd_world,manutd_world
manutd_world,manutd_world
kaaeem03,stikentank
AsepBerlian8,yaniarsim
Amri_Opinion,SantorinisSun
gen51770,yusuf_dumdum
kupu2bulan,tanyarlfes
gibors,txtdarisugab
SINDOnews,KangManto123
adekoedin3,Duren___
imf_san,prophetofzorck
hendrik28893243,ajengcute16__
ReinhadPar,mediaindonesia
topan_rizal,Minietweets_
family1_el,Mdy_Asmara1701
bozzaza75,yusuf_dumdum
V3g3L,vanc1Bozz
andi_coz,ajinikop_
zUkOieL,Mdy_Asmara1701
meliksumanandar,demokratkebumen
KPK_RI,KPK_RI
mastarjou,Mdy_Asmara1701
gustussutsuga,tanyarlfes
anaknyasiape,realfedinuril
wrahardian2,Mdy_Asmara1701
brunoNewBorn,AkuntanMilenial
monstarts00,monstarts00
monstarts00,djaycoholyc
AikHoki,Puspen_TNI
novablyze,Mdy_Asmara1701
0xdermawan,0xdermawan
jojo78857068,Heraloebss
kudalumphink,multabolot
AldinaFati84360,Mdy_Asmara1701
OverMakeThem,pemainzuma
officialptdi,officialptdi
simanismingyu,simanismingyu
orangbi39148447,DS_yantie
officialptdi,officialptdi
nyawmiauw1,timmymalachi
mew_agent,KompasTV
ArisNurOne,Minietweets_
denkz99,TeddGus
jwwfall,eyesofhamzzi
sui_nui,pandji
logikakalsehat,estehoolong
berkeliarun,nuitetoeil
nathacalista,worksfess
Kakiku2223,worksfess
myw0lf_,myw0lf_
TechMblo,Dionysuss01
RelawanNusanta1,TOM5helby
makoneng628,CakKhum
ameameer__,worksfess
SanAndreas29725,CakKhum
saccharinnes,worksfess
orphicnary,worksfess
joiiche,worksfess
bluenaary,worksfess
diaajeka_,worksfess
VERlTASLUXMEA,VERlTASLUXMEA
kyupopopie,worksfess
rytsarkiy_pika,Minietweets_
AirNav_Official,AirNav_Official
oceanblueeeeees,worksfess
AirNav_Official,AirNav_Official
AirNav_Official,AirNav_Official
sechspunkte,FadilahRika2
alivepoped,worksfess
papa4bby,MFaizGhifari
dagnaaf,Retrouvailleste
worklit_,worksfess
ParisNonik,charcoalmoot
valentpoophal,adarwis
tigermbul,mediaindonesia
KkbwMadiunTegas,KkbwMadiunTegas
KavezuAzila,SitiNor48103460
kinyiskinyiz,gen_Z_speak
Amrikamandaka,kumparan
imyouws,imyouws
JOINLampung,Minietweets_
DhRagam35787,karatepay
VirgoNunnaa,pancasila1708
Ar_910,NOTASLIMBOY
enowulanndarii,enowulanndarii
athallahrn,MFaizGhifari
arkanamaheswara,MarahIchsan
freethink32,mas_veel
autobots5699,Minietweets_
bungalotus25,MarahIchsan
tigermbul,kumparan
qrorun,qrorun
CaliqDarso26900,Mdy_Asmara1701
RioOchou,BANGSAygSUJUD
AbdurrasyidRah1,KejaksaanRI
KoanSeirios,KoanSeirios
RFauzy5,Jateng_Twit
Alfdelyn,Minietweets_
KwetiauKeriting,andarsofian
ein_blauervogel,chagurax
SunshineIsIt,SunshineIsIt
SunshineIsIt,SunshineIsIt
kecapitem12,Minietweets_
prxcmon,ARSIPAJA
RYANKENCANA,Minietweets_
etambisa,emgininamakuu
hida_suryo,Minietweets_
Sisilkrispi_,kangrekom
oentoengsuratma,Minietweets_
Sisilkrispi_,edelwyd
RzR0tsch1ld,Nobody_2811
arienugraha87,Fahreeeeeee
septerday__,kring_pajak
xeon2244,realfedinuril
MoehB21154,andarsofian
BruhGusGus,RyaWiedy
sheleftthechat,tanyarlfes
karatepay,Minietweets_
Hyun_Son_iL,erickthohir
oxydoom,oxydoom
Syarman59,Metro_TV
adedenis_,bianconeristore
__BADjingan,Uki23
JonatanOswari,JonatanOswari
dacvin,hanabiys
RioOchou,MariaAlkaff_
hartoyo5989pr,RahmatHida17158
blissfuldaze_,geraldyoo_
Berniesmoo,Yuukidesunel
torosingo,Penyair_Berdiri
Penjelajah365,MariaAlkaff_
SKingbed,Strategi_Bisnis
ikigaicsc,ikigaicsc
ArmaZulfikar,vanc1Bozz
depotcepot,Mas_P4rjo
inashireo,pasthegates
ryotxt46,BocorAlusPol
PilipiUser,tijabar
bagusrangin77,neVerAl0nely
acelovedonut,Fahreeeeeee
MAP08LGS,MAP08LGS
jenirjelly,tanyarlfes
myimyau,foreshadovw
y_adindha,y_adindha
HafidzAjolah,V3g3L
BegundalMbalelo,KangManto123
Robbyarr24,Robbyarr24
cecep3656,HabiebBass
renn_bella,renn_bella
BarcaaInside,BarcaaInside
CeciliaSuwanda1,xquitavee
hilangbergant1,Boediantar4
nayotherside__,RlFKEY
singkongkeju333,msaid_didu
KayaPedagang,Strategi_Bisnis
P4nthera__,Nurulkjo1
logikakalsehat,KweTakShun
Erwinbinjai,ArmaZulfikar
Byll_Upg,KangManto123
CoffeeL75378608,Mdy_Asmara1701
Novri_ta,romoatheist
CeciliaSuwanda1,RD_4WR1212
nasiyu761,detikcom
coupsbabe,minhaiting
ZainalKaimuddin,romoatheist
shintaeffendi,narkosun
david_hasibuan,machrilmachril1
hernawanmy,tempodotco
fandi_ahmad1892,alisyarief
_miomr__,_haye_
nuyichan,itsquaileggs
RichartVolx,XIII_kamp
wittycitrus,wittycitrus
Strategi_Bisnis,Strategi_Bisnis
yogapbw,yogapbw
kelempot,romoatheist
savikovic,niko_smi90
SmsHarita234,JhonSitorus_18
RelawanNusanta1,virza1
NunungPrasetyo4,mohmahfudmd
SanjomeKisser,SanjomeKisser
heyyyairsss,tempodotco
GufroniAr,tempodotco
Yourpannnn,SeputarMadrid
Sukardi30631120,romoatheist
KSawalunto,antaranews
SasaSasa1559993,DavidWijaya82
jr_boyke,msaid_didu
EtSaturnuseeme,tanyarlfes
shenlingqiao,kogoromilenial
kogoromilenial,shenlingqiao
Banizoro771,detikcom
pumatangsa,Mdy_Asmara1701
songeunseok_,bbycottn
potanggrek,msaid_didu
RonyRo1239,msaid_didu
Tio_Rud,KejaksaanRI
handaru1732013,txtdrorgmiskin
arkanamaheswara,tham878
Fadli4F,KompasTV
Davewidi2,romoatheist
JuraganAirbnb,MrOngDedy
QuartyRudiq,msaid_didu
Heri_breuwox,neVerAl0nely
BruhGusGus,romoatheist
RelawanNusanta1,arifin34533
editya77,SussySusanti9
arya_pradana,catchmeupco
JoshGrobax,salsabila__ayu
kring_pajak,Nihcio
opinimanweb,Bambang77197468
broDJh,Bambang77197468
zinzang69,Mdy_Asmara1701
RioOchou,ike_hw71
Me_LiverpoolFC,GemaWahyuPutra1
Egi_febrian17,mfyaw
Sagitta98,Jumianto_RK
bexxvv,Sukab63
bexxvv,Moa858635061141
let_it_be_22,kompascom
Hanifwildanwin,Bambang77197468
Albert62288558,CeciliaSuwanda1
SpeedOfLight980,Bambang77197468
icdetea,worksfess
PallakaGO,TeddGus
Putrazeusss_,pertamina
CibaiBoLanciau,Bakuteh1721
CilegonBumn,CilegonBumn
TukanxKlenix,okezonenews
blank0429,blank0429
PerryGerr,kumparan
medusaworm212,Jumianto_RK
blablab58431280,Jumianto_RK
nyomiii_,Ar_910
mountainvenus1,BosPurwa
PejuangPTMN,pertamina
Febe72003,geloraco
maxversai,geloraco
ask_rizqi,ask_rizqi
M_Katjasungkana,HumorJonTampan
Magneto_Work,PaltiWest2024
budsan73,islah_bahrawi
Ibnurayyan2020,CNNIndonesia
araychester,B_dzoel
y4n_yodas,okezonenews
indeedreds,adepwardani
savvy_trader2,Evanescent_03
cepaaa792,kegblgnunfaedh
HalomoanHa91790,detikcom
cepaaa792,NarasiNewsroom
cepaaa792,KompasTV
OmJ_JeNggot,SukaKopi58
YBahari92128,KompasTV
DavidWijaya82,islah_bahrawi
MAP08LGS,CNNIndonesia
lastman365214,geloraco
yantomutsu,KompasTV
mushollarapi,Jumianto_RK
AbdinipunGusti,kompascom
AbdinipunGusti,detikcom
torosingo,islah_bahrawi
Twilight_Hunt99,geloraco
loganwolvr,Jumianto_RK
FitriWahyudi88,FitriWahyudi88
AIADigibuy,Mdy_Asmara1701
raykairi,MaruThegoe
TanoMaskhe,KemensetnegRI
Ran68120430,geloraco
kentanglagi212,Jumianto_RK
Ibnu_Radi,OposisiCerdas
andipra76310029,geloraco
tanjung_nuzul,tham878
rahasiasupra,rahasiasupra
tidakmaubicara,03__nakula
Pwatti12,M45Broo_
satanghaeyo,satanghaeyo
pgblue2002,tempodotco
MrsAndreansen,Jumianto_RK
Ar_910,Sulaya_tweet
Pe_Enestee,ZoneVenomWar
MuazAK3,alisyarief
zofast,piyopikavet
raykairi,teksdarijeruji
raykairi,MaluAkuMalu04
hayyyeverything,Jumianto_RK
gomnoona,driedflovver
_kryssbo,Jumianto_RK
ferizandra,okezonenews
novablyze,detikcom
endanghidayat,tempodotco
ericsitorus85,tempodotco
suryaamriza,Jumianto_RK
gabrielnicolas,Jumianto_RK
ayamkatecebol,baibaifvr
suryaamriza,Jumianto_RK
Srik4ndiMuslim2,Jumianto_RK
Ay09359469,CNNIndonesia
andribogard,Jumianto_RK
ya2t_jakarta,Jumianto_RK
X_OWNR,okezonenews
gen_Z_speak,BennyHarmanID
logikakalsehat,txtdrwumbo
Tude_aja,Jumianto_RK
feelicious_yola,feelicious_yola
Y0ik1desu,Jumianto_RK
rosebloomsz,elmagnific08
SasaSasa1559993,JhonSitorus_18
Metal_L0rd,Heraloebss
bettermedave,MurtadhaOne1
desmodromici1,MARQUEZ__93
lordmaguire555,Encunggggg
DMarginale,03__nakula
dimarcotop,dimarcotop
adhisurono,Jumianto_RK
ReinhadPar,Heraloebss
RelawanNusanta1,SantorinisSun
ReinhadPar,Heraloebss
Mamuju_Terampil,Mamuju_Terampil
thelastprince65,Heraloebss
SultanMafty,catuaries
arkanamaheswara,aewin86
haffi1983,ferrrocious
farhan_fevrier,catuaries
DiskominfoPWK,DiskominfoPWK
sierrarisa,tempodotco
anak_5okin,geloraco
coffreelatte,jamesnotjemss
RakyatRI62,okezonenews
rexzyliv,BetaKopites
TGledek2,okezonenews
RonyRo1239,Minietweets_
Yens0906,3rwin__34
lucimaya123,Jumianto_RK
fransiskusjurin,arifin34533
Sahal12482H,mas_veel
cahy4nto,Heraloebss
Razieq97,okezonenews
RelawanNusanta1,txtdrimedia
RelawanNusanta1,hardye76
Jog11111,Heraloebss
Jog11111,bumnbersatu
Sigromilir01,okezonenews
ImaginarySteady,ImaginarySteady
ImaginarySteady,ImaginarySteady
KaanKahfi,geloraco
Davewidi2,geloraco
gusti_dinal,aniesbaswedan
Udinsam_dua,geloraco
ayamkuhalal,MARQUEZ__93
akfit0760369,rmol_id
bumnbersatu,DoankWarto
BUMNMedanSigap,BUMNMedanSigap
BUMNMedanSigap,BUMNMedanSigap
RioOchou,JhonSitorus_18
__skxawng,monexenom
noonaemingyu,noonaemingyu
IrsulCh,IrsulCh
IrsulCh,IrsulCh
lintanglangit15,inisayaudin
uasmrpi,myluvlyarchive
fxnetizen,BennyHarmanID
Sudarmanmitro,Sudarmanmitro
Davewidi2,MARQUEZ__93
mediasi_arie,ChainsawSimple
Sudarmanmitro,Sudarmanmitro
AkbarGladi,tempodotco
FahruddinLie,Syarman59
nichapauu,worksfess
FahruddinLie,BennyHarmanID
FahruddinLie,BennyHarmanID
sehunsultan,monexenom
acilaacill,worksfess
MMagabut,MARQUEZ__93
Erwinov_,Jatosint
Dimasjoko12,Fbr24734588
parungkil,kompascom
SasaSasa1559993,Adiprayitno_20
machrilmachril1,Yurissa_Samosir
cahlantana,meipri
bijakmemantau,bijakmemantau
bijakmemantau,bijakmemantau
Arsitek74,faizalassegaf
masgubrak,BosPurwa
agillambda,BennyHarmanID
InspektoratJAK,InspektoratJAK
InspektoratJAK,InspektoratJAK
yaudrya,tempodotco
Ngarsodalem7,Andrianussijab6
perumjasatirta1,perumjasatirta1
hartoyo5989pr,salsabila__ayu
bjkterpercaya4,bjkterpercaya4
bjkterpercaya4,bjkterpercaya4
kimi198021,tham878
radit133,DokterTifa
dobluwiehee,dobluwiehee
MahrusSub,inilahdotcom
Dogelkarya76_82,Dogelkarya76_82
YungKenReds,edykhemod
Zaindamai,Oedin_AZ
Warga_teladan,TOM5helby
SigmaGame43,geloraco
torosingo,Bara__Akbar
tidakadaminggu,kompascom
BinderClips155,DoankWarto
fransiskusjurin,wahyukris
Jog11111,RaisaTjokrodnta
Cobras261264,Bambangmulyonoo
haryprince1990,StefanAntonio__
Chairuman_234,PartaiSocmed
enjiniring,enjiniring
affanaffa12,bankmandiri
yesmar_banu,Ketctard
WillaFernando,AdindaZahrany07
sumpahlusampah,rudylatu
Andrreaa84,BennyHarmanID
AuBikok59143,AsahPolaPikir
Ketctard,TaliUdeng
AlFatih68,tempodotco
speedyicarus,sarah_pndjtn
grungeboyzy,Kanseulir
ChipsTandon,Syarman59
mferdi_anr,DidiekMurdock
pramono141042,NenkMonica
sunzprxling,sunzprxling
bisma1365143,BennyHarmanID
AndreasAbdianto,Bambangmulyonoo
logika_saya,albert_morafia
asharasafa,asharasafa
ozcosie,MARQUEZ__93
tiger88698261,romoatheist
anti__air,txtfromkeuangan
ClimbingGuy3000,koskosanrsud
harryfathoe111,TOM5helby
o_sanit,SaulGoodManIndo
subairiubay93,arnoldy1230
faridraje,GunRomli
harryfathoe111,democrazymedia
podo_radong1,MichelAdam717
B00M88,arifin34533
pieteriskandar0,sarah_pndjtn
elhakimyes,arifin34533
hereuya,tribunnews
Imariz5129955,BosPurwa
Tree_333,NOTASLIMBOY
OIjourney,rmol_id
ChachaSuhatsyah,prabowo
pieteriskandar0,Minietweets_
masamonsaja,kegblgnunfaedh
goddammitwoman,tanfathan
SilversterBudi,lettachantik
rullysatria6,KompasTV
30_last2000,tempodotco
bjkterpercaya1,bjkterpercaya1
68pram,MARQUEZ__93
MalimPanda,BosPurwa
jonskikof,AirinDatangLagi
JohnySimanjunt1,ch_chotimah2
Ahojinnn,dianasayangku
hwang_hyunj1n,Pri44653811Hadi
hawsk13jakut,cnbcindonesia
kafir_introver,horizonyield
Chanelshaka7,PartaiSocmed
elctrzn_tblong,bumn_tgrjitu
AskPerplexity,MSTPND
Gusprant_,romoatheist
ajartwiterran,ajartwiterran
ajartwiterran,mawakresna
Kucinganggora_8,geloraco
satriaoo,satriaoo
evan_leiden,arifin34533
oL0fRPXaen25817,romoatheist
rubiavianto,StefanAntonio__
Nicke9662734599,StefanAntonio__
ukhtielya,BosPurwa
Herman733015,Minietweets_
musafirkelana82,islah_bahrawi
KikyRez80633874,KompasTV
kkl988,romoatheist
ipcmarine_,ipcmarine_
HalimRudianto,romoatheist
Maskudmask,priyayi_ndeso
ferri_arief,jonasvrada
bumnpwtjitu,bumnpwtjitu
YBahari92128,mas_veel
asboediono_id,asboediono_id
Bang_Ramzan,_riverheaven
cutesmarsy,worksfess
KiRegel,PaltiWest2024
Rend88_,BoyHota78755
hedonkuy,butfirstcopy_
endo_R7,detoge
dimarcotop,BosPurwa
dimarcotop,BosPurwa
cl0udylow,capcinlate
andre_berliano,Top8rendusara
cinematizen,cinematizen
cinematizen,cinematizen
EWidyantara,pamjaya_dki
ricardo_bobby,NouraFayruz
petanisaja,TOM5helby
ariza8888,Kanseulir
BumnPmkJitu,BumnPmkJitu
kentotboyy,kegblgnunfaedh
JGalaxya5474912,blank0429
AikHoki,KemenkesRI
RoegenSchwarzer,anthopiles
PoliticIsBS,BosPurwa
darnanto,BosPurwa
elleanor12,MarahIchsan
t_yudehis,zeronol0
andiidan_,NyimasLaula
BukanKaumMuna,BukanKaumMuna
TerahirPejuang,Rosses1Black
reza_nusantara_,detikcom
incridiblesmee,anikisama69
NetroSupriyanto,PartaiSocmed
Rahadi0816,Rahadi0816
mandaro_alam,mandaro_alam
21centurygurl_,KompasTV
JustMe11584,KompasTV
SotoAyam1970,mas_veel
chrls_wndsr,EdySularno96489
Jelantah_pedas,Andiarief__
HFaang,awalkoe
Kangacih,kafiradikalis
Lanun_1017,msaid_didu
AlexLudi1,ChatibBasri
fxnetizen,KompasTV
AlexLudi1,johnkecops
pembacot777,pembacot777
pembacot777,p4piKRiS
haikalbenz,KompasTV
PakDe06,geloraco
yudsky,Masbas1t
katebeletje,Oupeett
PemburuOn,NarasiNewsroom
past_ramudeng,KompasTV
_the_blue_sea_,ColminIndonesia
J_OK_i,NyimasLaula
evan_leiden,PeterJa97908142
AliminHerman,AyamSegar3
andre_berliano,Minietweets_
emmii_bijak,romoatheist
siejikk,jakileee
zinzang69,abd69650
arsy_sv,Ary_PrasKe2
SOSLAWFIRM,Rthelapislazuli
clayiskoro,asupantex
Notonogoro67941,BosPurwa
keyappingan,keyappingan
tisna1975,Mdy_Asmara1701
wisnudjati,Dennysiregar7
dimarcotop,dimarcotop
julio_kvnn,sleepybijes
clayiskoro,Camo5Papa
Albert62288558,antono_putra
Tio_Rud,Mata_Netizen62
thelastprince65,StefanAntonio__
ghagem_ag,BosPurwa
areumdowoonie,drwnssnto_
gatauahdark,tijabar
Netautoinfo,PartaiSocmed
fioaraa,KompasTV
Tio_Rud,henrysubiakto
majorcraftjoe,awemany
carlitovito180,inilahdotcom
attarimai,Avocado2Juice
Antrasit211163,PartaiSocmed
Minietweets_,sarah_pndjtn
shib_dreamer,KompasTV
sumpahlusampah,kaldo310
elmirakidnew,biriberryy
0v3rwhelmed,lazypppeach
refkialfian,Metro_TV
Arenscha7898,silent_night21
Arenscha7898,Hasbil_Lbs
ISariburaja,sarah_pndjtn
Ridwanhusa15920,NenkMonica
rvan_k,kemalpalevi
RMigard94,sarah_pndjtn
hypzteria,hypzteria
bayud3wa,mandaro_alam
streetlawyers85,BosPurwa
bayud3wa,KangSemproel
novablyze,Mdy_Asmara1701
TanoMaskhe,KompasTV
Kwangwung5,Top8rendusara
rzlwhyusptra,curvapor1976
MartaArdy,democrazymedia
malin_palimo,MARQUEZ__93
official690223,Mdy_Asmara1701
bjoyo77,KompasTV
michalowenn,WahyuAdiguna
L_owman,ch_chotimah2
fregnand88,BosPurwa
WahyuDj99,AnimismeL
hobbies30347,Mdy_Asmara1701
upasayangwonu,bouquin__
michalowenn,michalowenn
H3ll_boy99,NenkMonica
EDH012,sarah_pndjtn
zuyeocn,TaleofCarmen
rawits3,KompasTV
Errorist314327,mediaindonesia
SigitWasito8,Aslipriok1973
kohlervooler,Dennysiregar7
kohlervooler,DS_yantie
p4piKRiS,sarah_pndjtn
Hanifwildanwin,BosPurwa
rangkutifuat,geloraco
bakhomiomo,basuki_btp
Duit168,Kanseulir
dharma_smansa,Kanseulir
ThePozmann,kompascom
pacarfiony,pacarfiony
pinkfloyd_70,republikaonline
6undul0h,C_D3pp
jakarta_Nmild,kegblgnunfaedh
freethink32,JhonSitorus_18
hourlyhankan,tijabar
HSoefri79381,Kanseulir
Penandur,EKubang
basava2019,Epricila10
ChiquitaDa67863,mas_veel
WongAlasRoban,blank0429
adi_beckz,Mdy_Asmara1701
kohlervooler,KompasTV
kohlervooler,KompasTV
HudaMiftachuul,worksfess
RelawanNusanta1,kenhans03
CS7500959974021,TR_ATPoka32
anakodok2009,awemany
kakilangitimur,kegblgnunfaedh
NUpadhana,Andiarief__
titalkamkawan,ajengcute16__
freethink32,JokoHQ
modif1820,KompasTV
achyar20kie,Aadellee_
gagitugie___,CNNIndonesia
Kwangwung5,SigitWasito8
Markadina99,ch_chotimah2
kibran_kangpari,ade206
DhimasAM,republikaonline
rizal_septyan,PartaiSocmed
HastoSuprayogo,HastoSuprayogo
HastoSuprayogo,HastoSuprayogo
sumpahlusampah,ikibapakmucah
septian_tk,NenkMonica
RkytJlata,mediaindonesia
hezky_2002,BosPurwa
EDH012,YumaAr_
ariffadila,rmol_id
DNofers,SasaSasa1559993
idyllic48bola,Abrarraden
4lee80,NarasiNewsroom
dandyez,CNNIndonesia
petanirumah,eleanorr234
MalesinBangetLo,ilhampid
kohlervooler,KompasTV
loopseey,inganggita
kohlervooler,tijabar
TriKuncoro9303,kompascom
romario_aja,tijabar
patrickstar0357,goldenman339
tengsaw1,KangSemproel
agrocahayasawit,SBYudhoyono
arjawinangun_,NovistarHSC
yosef_hendra,Fahrihamzah
hartoyo5989pr,tijabar
SolikinSutanto,elisa_jkt
b1e9ca97b7144d3,h4r1523
h4r1523,kompascom
KsatriaRinjani,susno2g
bumnpwtjitu,bumnpwtjitu
bumnpwtjitu,bumnpwtjitu
BisniscomJatim,BisniscomJatim
b1e9ca97b7144d3,asyari_ri
Ken_Nero_Z,elisa_jkt
radja_warkop,Intel_Imut
CeciliaSuwanda1,Minietweets_
maman2105,4CH0_705
Mansurahman_010,sukardiyahya162
NurulHastuti1,Top8rendusara
wak_bast,elisa_jkt
hdsambodo,BebySoSweet
budiwidagdo2,Mdy_Asmara1701
Atheysoearsa,PartaiSocmed
micoagustian,Mdy_Asmara1701
GunawanGandawi1,JhonSitorus_18
airkman85,Pendekar969
nugraha_besoes,kemalpalevi
PribumiD,Duren___
JeloveNoah,abu_waras
agent_pin,ed_sunarko
rplly77,SeputarMadrid
Putra_Adi_YM,awemany
idrafin,Ichavarma_
JalilBasyah,Ary_PrasKe2
Widyarenee,tham878
Barita564246,romoatheist
happyenemies,happyenemies
ThatGuyotDrstp,yasmin_amalia
AGoeci,Pepatah_dr_Chin
issyyyllll,cagubnyinyir2
bjorn_othmar,Top8rendusara
ISariburaja,Intel_Imut
walar1995,kegblgnunfaedh
Sjesper01,Duren___
UncoverSakti,penaikhwan
therealogi,ulilamri5
AaSutanto,Mdy_Asmara1701
kibran_kangpari,Top8rendusara
p4piKRiS,Kwangwung5
ddepari,PartaiSocmed
O73K_OL,elisa_jkt
gameofpolitikus,elisa_jkt
matilusa,matilusa
Sukar912,roland90991
kuntodeworanger,elisa_jkt
muradayub321,AyahnyaVia01
Jason6833677773,txttransportasi
yash_mahendra21,ichikansushi
MauritsAlberth,Minietweets_
FudyEJ,ShenoWirang
pernakpern90387,Arie_Kriting
SukiantoGunawan,ShenoWirang
jonskikof,CNNIndonesia
rasyidfaris12,SBYudhoyono
h4r1523,romoatheist
WijiSantosa14,Diek_Clev
AdnanSe55375805,islah_bahrawi
molerkodja,henrysubiakto
Risnatik,ilhampid
RelawanNusanta1,SantorinisSun
umitatDlanor24,ch_chotimah2
jonskikof,kompascom
penxanax,miqbalmuttaqien
AyahnyaVia01,muradayub321
zwarzen,SBYudhoyono
_Cheesetea_,ceyipaw
issyyyllll,lopi_sembiring
ancap_jkt,SBYudhoyono
jiw_han,bachrum_achmadi
savvy_trader2,ch_chotimah2
zuki2611,PaltiWest2024
BaliBetawi,BaliBetawi
setiaw53024,JhonSitorus_18
jonskikof,kompascom
BangToriant,dodolboks
hendikusumah78,bacottetangga__
su39014,palapa_raya1
Pendekar969,PraseYulia46029
aiemaironmen,PartaiSocmed
Nicke9662734599,kompascom
Masjebros,PartaiSocmed
Tuanradjo,henrysubiakto
Dwi1975,jawafess
BE_5454NA,CNNIndonesia
adjie_ngurah,xquitavee
maspay19,henrysubiakto
MyLordKumbaya,elisa_jkt
Rien_ajah,elisa_jkt
SilversterBudi,elisa_jkt
SudarsonoD58885,xquitavee
piuswidi,JokoHQ
NonStopProject9,voidotid
tedy_ang_,ShenoWirang
tukimin_76sret,HumorJonTampan
issyyyllll,JoeSeraphin01
vareezzzzz,civilsocietymvm
Notonogoro67941,VIVAcoid
Themelontrap,tham878
Dinyanyankha,Dinyanyankha
deserteagle1203,romoatheist
Adit_yapramudya,priyayi_ndeso
Garagarrrrr,elisa_jkt
msr_prtm,elisa_jkt
deserteagle1203,xquitavee
fortisfortuna_9,WagimanDeep212_
ezrajonas14,sarah_pndjtn
Paman_1168,mas_veel
issyyyllll,awemany
fortisfortuna_9,IrawanRommi
nomippu,nomippu
PCReborn172767,susi2001122
_Cheesetea_,_Cheesetea_
_Cheesetea_,kevin18735515
Wannxng,Wannxng
pejalan_indah,sgits1
haraudibarkah,elisa_jkt
kadrundungu12,awemany
denilizioso,oaoabibh
ymxina1100,muannas_alaidid
yugipork73,KangManto123
tobiin,elisa_jkt
brainlotca45261,Wynno15
PraseYulia46029,muannas_alaidid
brainlotca45261,goldaxex
brainlotca45261,andrie_jaques
blackanony22058,_Cheesetea_
_Cheesetea_,kevin18735515
kevin18735515,_Cheesetea_
Babatmentai,Nataigama
Babatmentai,Nataigama
mang_Deddy,Yurissa_Samosir
alwinpakpahan,B311la
HSammodra,Minietweets_
_Cheesetea_,khaicii
Farm_1975,mas_veel
_Cheesetea_,kevin18735515
elisa_jkt,yasmin_amalia
paxpux,PreciosaKanti
Qutu_Qupret,sarah_pndjtn
Jog11111,Andiarief__
siway99,bukanmusaa
Matt_Rodjack,xquitavee
Trisno_2011,kronikaotik77
kelempot,Andiarief__
casualheaet_,Gilitrawangan6
AsepBerlian8,bengkeldodo
GatotSupri76747,Mdy_Asmara1701
anegara862,xquitavee
penjagamenara,budibuir
husniumar_,MEMBERSOFPARTY
dermanjanner,muannas_alaidid
my_arsss,RagaSukma_1
calonakcpa,kellerja22
bekalicky,Rahadi0816
prasetya2233,Ind007Bar
bekalicky,krokenmodinger
februar_ry,awesomemouzz
dwikundoyo,romoatheist
InimL03,sgits1
HaqiHasan26,Minietweets_
Ludvik805,Minietweets_
rasya2125,muannas_alaidid
HaqiHasan26,Rocky_Antonie
Fatahasw,MusdarFebrianto
farinaafr,fortisfortuna_9
nonblok67,redzone6128
kibran_kangpari,Pendekar969
kibran_kangpari,lawanbicarax
WidyanPrat35683,Boediantar4
pegawai_konoha_,03__nakula
Benidicvsy,margare84715221
Kunti1515,chisquareSTAT
kibran_kangpari,lawanbicarax
MGhani39013315,Mangun666
jj_bandung,sukardiyahya162
marss07,RagaSukma_1
john20894,JADES_z14
kibran_kangpari,kibran_kangpari
AanParlin28678,muannas_alaidid
arnsuasanaseger,kompascom
Robiaji86,kibran_kangpari
TanoMaskhe,muannas_alaidid
yash_mahendra21,RegnarOeratsapi
yash_mahendra21,Hadiwidjaja10
artyan_design,IrfanSofani
BeBuzzerNKRI,Rocky_Antonie
HsbDavid85329,Kopipait__78
yash_mahendra21,daveyaeg
OFFICIAL_JSMR,OFFICIAL_JSMR
nalarto,WahyudiR272125
AjiAndu67097,flufferstick
zfhorsed,nuicemedia
esguci,kompascom
dimarcotop,kompascom
macantutul61264,SuryoUdoro
4_aBetterLife,aewin86
Notonogoro67941,BiLLRaY2019
evewhobakes,rayqusa
MukomukoRa,Gunawan75_
kaumjelata24,xquitavee
dorrygrain,CNNIndonesia
AliMsHansen,pakmul63
RizkyYusufFern1,Lovesneversimp1
tutura2003yaho1,Robiaji86
mazwied,ZakkiAmali
AI_XX808,AI_XX808
macantutul61264,AirinDatangLagi
73eb553d74864d6,73eb553d74864d6
DodoSenang47202,Andiarief__
73eb553d74864d6,sukardiyahya162
macantutul61264,TelendemK93567
RedXeon05,Pendekar969
kopididid,prastow
Al3xa3rd,Al3xa3rd
GiriTaufik,muchlis_ar
